,ID,Tweet Text,Human_Rating,Google_Rating
223,223,"""@NetworkJunkyz Even w/all those powerful words, what R the odds Steve Schmidt still voted 4 #DonaldTrump ? #Resist #Charlottesville #HeatherHeyer #AltLeft""",0,1
224,224,"""This image was retweeted by the President of the United States after Heather Heyer was killed in a car attack in Charlottesville. https://t.co/JK50oclshp""",0,0
225,225,"""@SenateDems @HouseDemocrats @TomPerez @chuckschumer @NancyPelosi @CNN @MSNBC @CBSPolitics @ABCPolitics @GStephanopoulos @FaceTheNation @GovHowardDean @freedomcaucus @SenateGOP @HouseGOP @SenateMajLdr @SpeakerRyan @GovSandoval @GovernorDucey @TerryMcAuliffe @ChicagosMayor @BilldeBlasio @GovernorGreg @SenSusanCollins @rolandsmartin @amjoyshow @RevDrBarber @SenJohnMcCain @Govjerrybrown @MayorOfLA @AGBecerra @MassGovernor @GovInslee @HispanicCaucus @GovRickSnyder @BarackObama @nikkihaley @JohnKellyDHS @NAACP @hrmcmasters @marty_walsh @EricTrump @Katherine_Gorka @FLOTUS @GovMikeHuckabee @newtgingrich @GenJamesmattis @DemGovs @JoeBiden @IvankaTrump Apology won't change what reside in #45 heart.Rs have hard decisions to https://t.co/g5IIs8xgNu with or live without.https://t.co/W70c7wY93i""",0,0
226,226,"""@DaTruthTellers @onlxn @pattonoswalt I'm not sure where the breakdown here is occurring. In Charlottesville, where I live, Antifa provided invaluable support to residents.""",0,1
227,227,"""@ABC I, like the KKK, am looking forward 2 Trump narrating WW2. #sarcasm\n#Trump says both sides to blame #Charlottesville https://t.co/XYIm4lZpLB""",-1,0
228,228,Obama’s Beautiful Charlottesville Tweet Is The Second Most Liked Ever https://t.co/1OKHSZ7nWk,1,1
229,229,"""\""Educate yourself! Check your privilege!\"" \nIt's Current Year &amp; people are still saying this unironically. #charlottesville https://t.co/VPKSyZllSI""",0,0
230,230,"""@CoryBooker @SenBookerOffice Go to Elle Reeve's Twitter page. Watch her HBO video. Want to know the truth about Charlottesville. Hear directly from white supremacists.""",0,0
231,231,Try the Governor too. https://t.co/i8raYfQxet,0,0
232,232,"@SenatorTimScott Read this, please. It is very well said. https://t.co/XVW5dLhLrX",1,0
233,233,"@thehill Romney is still a putz ...

#AntiFa #Charlottesville https://t.co/e5v6wdely9",-1,0
234,234,"""RT @ms_erika74 \nI loved @realDonaldTrump response to #FakeNews &amp; phony #GOP &amp; #Dem response to #Charlottesville, equal opportunity haters. https://t.co/iCGqahwIWq""",1,0
235,235,"Seth Meyers' Statement on Charlottesville ... here's to ""normal, decent persons"" https://t.co/luQZrHVQJk",0,0
236,236,"""Jesus Christ, go retire already will you! You're as stupid as they come; you passed senility yrs ago. Stop embarrassing yourself &amp; family 😂😴 https://t.co/TN7eX6Eytz""",-1,-1
237,237,The latest The mikyao2006 Daily! https://t.co/6YOyMS9mUH Thanks to @rolliwrites @Tokyo_Tom #charlottesville #researchmatters,1,0
238,238,It is time for President Trump to resign. He has lost the basic credibility needed to do his job. He is unfit.  https://t.co/QqprQUf7x0,-1,-1
239,239,"""https://t.co/vGRzzhQRRK LeBron James Calls Donald Trump the 'So-Called President,' Talks Charlottesville: Cleveland… https://t.co/7dCSfDLQq7 https://t.co/4LfI47rt56""",0,0
240,240,@dnbundy https://t.co/hgkpfgh2Y8,0,0
241,241,Is this guy for fucking real?! Time for the Republicans to stand up against their POTUS! https://t.co/mTgucDrHOa,-1,0
242,242,@clayaiken @Lawrence @realDonaldTrump #Charlottesville Just say #NOTONAZIS,0,0
243,243,America is still hooked on the drug of white supremacy | Carol Anderson https://t.co/vd5jrU0lXp,0,0
244,244,#LastWord https://t.co/cccPoZyoOF,0,0
245,245,So surreal... https://t.co/wvQ9Z3d2rK,0,1
246,246,Listen to the bitch at the end. Smfh when will these leftist realize they've been brainwashed? https://t.co/VErNUMaqDE,-1,0
247,247,His tattoo is a little ironic no? https://t.co/ORkXwll8kp,0,0
248,248,When I see the hate in this world I feel like I'm watching a movie. It doesn't seem real. How can someone be so hateful? #Charlottesville,-1,0
249,249,"""@NBCNews @MSNBC Charlottesville to blame for issuing permit then police not taking action. Never should the White Supremist been given a permit or be in USA""",-1,-1
250,250,Jesus Christ. @realDonaldTrump can’t even last 24 hours PRETENDING not to be a fucking Nazi. https://t.co/DrGz2VfDUh,-1,0
251,251,"Come on #TrumpTrain Lady Gaga wants to know what You think...so, Tell Her! #MAGA #CCOT #StopTheMadness https://t.co/dqKEMstzNv",0,0
252,252,"Trump dice que los antirracistas de Charlottesville “también eran violentos”
https://t.co/gpfQmczF31",0,0
253,253,Facebook borra perfiles de supremacistas tras violencia en Charlottesville https://t.co/10sZyIlkgx,0,-1
254,254,.@johncardillo on #Periscope: #Charlottesville was Just Another Skirmish in the Civil War Started by Obama https://t.co/bOzyN7GJkv,0,0
255,255,Two sides of the Charlottesville clashes were not equal. Analysis by @PaulaReidCBS https://t.co/SJn1aEFGqb https://t.co/vx0FDtAMds,-1,0
256,256,"The man outing Charlottesville white supremacists on Twitter says he is ""not going away"" https://t.co/OgRRwNNnr3 https://t.co/QLJUTR93AN",0,-1
257,257,".@vice covered #Charlottesville. 
The video is chilling. 

https://t.co/6OowY7Qbj9",0,0
258,258,"If Trump wants to best this, a tweet of him resigning would surely do it. https://t.co/3DMBJgMVp6",0,0
259,259,‘There’s a lot of them – and they’re mad’: Man who exposed Charlottesville racists receives death threats https://t.co/tjCuIQ4REI,-1,-1
260,260,.@vicenews has arrived.  This is an incredible piece of balanced journalism from #Charlottesville right here: https://t.co/iMeso74bbK @VICE,1,1
261,261,@WhiteHouse https://t.co/UUItukXnsJ,0,0
262,262,"""Western Fucking Governments, Leave #Syria alone, Colonial Imperialist fucks ... Trump: There were many 'bad people' in Charlottesville https://t.co/c7dZVAF55O""",-1,-1
263,263,@foxandfriends @realDonaldTrump https://t.co/gny12bvHVo,0,0
264,264,I don't think you're too far off the truth here... https://t.co/JcduO9zgsG,0,0
265,265,"""Take the time to listen.  He's right we are Uniting over Charlottesville..   Trump is Dangerous to Society #ImpeachDonaldTrump https://t.co/Mcjq5Cg5fS""",-1,0
266,266,"""Posting video like this is a bold and important move. The kind of coverage we’ve needed in mainstream media since day -511. https://t.co/MwCMqo1ArS""",1,0
267,267,Eric Holder eviscerated for Trump-Charlottesville rant Social media reminds ex-AG of 'workplace violence' at Fort H https://t.co/0BvbyW3tAB,-1,0
268,268,"#ImpeachTrump 
#ResistForHeather https://t.co/faMIwQHj7J",-1,0
269,269,"""I hope the fascist racist @realDonaldTrump sees this. That's right, people like our decent, dear Pres Obama better than the fake con artist https://t.co/4tDe40UB41""",0,0
270,270,@LouDobbs @POTUS More Charlottesville fallout: Trump’s CEO-packed manufacturing advisory panel loses three more members,-1,0
271,271,https://t.co/r4wDqznjlJ  #SDLive #Quantico #AmericanAssassin #commentetaPP #Assomption Charlottesville Sonic Mania Sierra Leone Clai 69,0,0
272,272,#Trump Cribbed His Charlottesville Press Conference Straight From Fox News https://t.co/96lrf3IcjQ https://t.co/qephqzvZkr,-1,0
273,273,@TuckerCarlson # investigate Charlottesville PD and city officials who stop police from doing their job,0,0
274,274,#ImpeachTrump https://t.co/dbmTizwHMO,-1,0
275,275,https://t.co/ghAfk4Bo1G,0,0
276,276,Holy gee. https://t.co/1bNLAkbqUW,0,0
277,277,How Nice White People Benefit from #Charlottesville and White Supremacy https://t.co/0zcKgAWYHC via @TeenVogue,0,0
278,278,"""Thank you @ScottPaulAAM &amp; @KeepitMadeinUSA for opposing racism &amp; hate &amp; #AltRight views of @POTUS @realDonaldTrump #Charlottesville #RESIST https://t.co/5x13ZVguqN""",1,-1
279,279,"Watch VICE News Tonight's full episode ""Charlottesville: Race and Terror"" https://t.co/YdeUbZZEWJ",0,0
280,280,😋 https://t.co/645119rnfT,0,0
281,281,#Charlottesville #Trump #RolandMartin #BlackLivesMatter #ImpeachTrump  #donlemon https://t.co/uHLYz5wn4D,-1,0
282,282,Blame the #Charlottesville Federal Judge Who Refused to Move the Rally A... https://t.co/63fPqmdymM,-1,-1
283,283,"@RadimusPrime42 @Dslyecxi @realDonaldTrump Did you, uh, miss the most recent one? https://t.co/gqJAcFQsBm",0,0
284,284,How 👏can 👏you 👏blame 👏the👏good👏people 👏trying👏to👏stop👏white 👏supremacists👏 https://t.co/nsxPcVGZzs,0,0
285,285,Esto es de manicomio. https://t.co/d1iqGk8UUa,0,0
286,286,"""All lives matter. Why? You say cause #Jesus died for all of us. \n#humanlives #Charlottesville #love #peace #HumanRights https://t.co/wVzMjt3tCx""",1,0
287,287,he looks more and more orange every time I see him https://t.co/MJtBGaFotZ,-1,0
288,288,It's like Laura Ingraham and Hannity are doing a satire comedy routine right now this is so absurd #Trump  #Charlottesville,-1,-1
289,289,Facebook borra perfiles de supremacistas tras violencia en Charlottesville https://t.co/398auirAdj,0,-1
290,290,#TIME How President Trump Failed His Biggest Leadership Test Yet https://t.co/lvD1Lyqrbv,-1,-1
291,291,@realDonaldTrump https://t.co/EkSgdK0Dfl,0,0
292,292,Charlottesville: Man 'outing Nazis' on Twitter says he will continue despite receiving death threats https://t.co/HzQEMVYtjH,0,-1
293,293,Was Trump right to call out ‘Alt-Left’ in Charlottesville? https://t.co/JQXswKLYeq,0,0
294,294,"Unlike what @realDonaldTrump says, this protest was about MUCH MORE than the statue...listen to the chants...

https://t.co/0eSTcDeWlj",0,0
295,295,"sad part is that many teachers, including those of color-do not have the courage to do this...por eso estamos asi https://t.co/dRk6KKdAMb",-1,0
296,296,Obama's Charlottesville response just became most-liked tweet in history https://t.co/414nQ6nkZX https://t.co/cMTal980mH,1,1
297,297,"""米国社会の分断：差別主義、トランプ政権で勢い\n#外務省　#渡航禁止　#企業　#自治体　#学生　#大学生\n#Virginia #Charlottesville #JamesAlexFields\n#Trump: \""What are we teaching our children?\"" https://t.co/JRiMuo2Gd4""",0,1
298,298,Líder del KKK alaba a Donald Trump por “decir la verdad” sobre Charlottesville https://t.co/QuqkgIBvzf https://t.co/yNDchdonSk,0,0
299,299,Donald Trump under fire after failing to denounce Virginia white supremacists https://t.co/K5BuMb9L7X,-1,0
300,300,Just wanted to thank everyone on the Left who showed up in Charlottesville to stand up to Racism and the confederacy!,1,-1
301,301,"Is Hate Speech Free Speech, Even Post-charlottesville? (pls RT↺❤️) https://t.co/8eZAnQBdYc",0,0
302,302,You wanna send a message to the white power protestors-ignore them. No anti protest shut the town down no cameras. #Charlottesville,-1,0
303,303,About Charlottesville/Alt-Right: https://t.co/teHJjnGmxV via @youtube,0,1
304,304,"After Charlottesville, Trump's business buddies have no excuse to stick around https://t.co/YCfGb0K2hI",-1,-1
305,305,Why are we surprised? https://t.co/gdvmXMT6tD,0,0
306,306,"Hello @davidaxelrod ... please share this ... it's a brutal documentary showing the horror of #Charlottesville 

https://t.co/AX6OcKtpXr",0,0
307,307,So the new KKK is Antifa. Don't worry we will fight you too. https://t.co/Q0JpvNbgDo,-1,1
308,308,"""Yes @realDonaldTrump there are 2 sides. Right or Wrong. You, sir, are in the wrong. #Resign #GoRunTheKKK #NoOneLikesYou #FakePresident #Sad https://t.co/zKeLBXv8ew""",-1,-1
309,309,"Virginia State Police announced the arrest of three suspects in connection with Jason Kessler’s Unite the Right

https://t.co/BntnUDHJKk",0,0
310,310,"Angling on Trump's response to Charlottesville ""I don’t expect him to hold the line on this one."" A day later, POTUS calls out ""alt-left"" 8/",0,0
311,311,"""https://t.co/pt1aB390kg Donald Trump's Charlottesville Press Conference Has Roots in Fox… https://t.co/dJxAVhxwaW https://t.co/UDE7KqyeWg https://t.co/ouKORdQg40""",0,0
312,312,President Trump.. we the people that voted you know the truth. Just keep kicking ass 👍 https://t.co/JVri6ihpmo,1,-1
313,313,"Jeb had enough energy to ""jump""? 😂😂😂 https://t.co/YfK41EuMUy",0,0
314,314,So @JustinTrudeau denounced what happened in Charlottesville before @realDonaldTrump and he didn't even take it back a day later #BothSides,0,-1
315,315,Robert E. Lee's Direct Descendant Denounces Charlottesville White Nationalists: 'There's No… https://t.co/LGh0tyS6TV,0,0
316,316,Like Samuel L Jackson saying he wished the guy was white who killed those cops? https://t.co/tHPgMAyiG3,0,0
317,317,I'm so fucking excited to not be in a country with you https://t.co/NcKQ8Lf8CF,0,0
318,318,Please follow @SolidCville for information on supporting the victims of the terror attack in Charlottesville.,0,0
319,319,"""This. I can understand their anger. 💔 after #Charlottesville. But restraint is needed as am so worried about backlash &amp; violence from Nazis https://t.co/x2tTAaVyR1""",-1,0
320,320,"https://t.co/CewAP5ls5i Semper Fi, Hoo Rah.",0,-1
321,321,"So, perhaps there is reason for the #Charlottesville victims to sue Fox https://t.co/6lBb2vnYIr",0,0
322,322,"@ChelseaClinton If you were silent about BLM riots and Antifa beating women, you don't have the moral posturing to judge #Charlottesville",0,0
323,323,He is sick. He is a pathological liar. HE MUST GO! https://t.co/Y42Ao9S9PE,-1,0
324,324,"Trump says ‘both sides’ to blame in Charlottesville violence, Jew's Heads Explode https://t.co/7zGuDB0FnS via @WSJ",-1,0
325,325,"@JackPosobiec Flip this vote for Trump and RETWEET IT
https://t.co/7SohmmgxCK",0,0
326,326,"just found out one of the main leaders of the Neo-Nazis in  #Charlottesville is from Keene, NH...",0,0
327,327,Ya wanna know why Charlottesville happened? Because the violence has been escalating FOR MONTHS! https://t.co/Z0zgBt5Nou,-1,0
328,328,Opinion | Charlottesville and the Bigotocracy https://t.co/outxwo4in2,0,0
329,329,"""@realDonaldTrump  clearly said there were people who weren't Nazi's or supremacists who were peacefully protesting the removal of the statue https://t.co/3thxfHCg1D""",0,-1
330,330,Trump spars with media over Charlottesville response https://t.co/LiJxCNJFR0 #Politics #Trump #USA #News,-1,1
331,331,"BREAKING- TRUMP BASICALLY TELLS EVERYONE TO F*** OFF as HE AGAIN BLAMES ""ALL SIDES"" FOR CHARLOTTESVILLE... MAGA",-1,0
332,332,""".@jaketapper and @brianstelter will you cover this?  Or will you pretend you didn't see it?  RT the hell out of this!!!!!🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/5REOIDjGxQ""",-1,0
333,333,Ugh! With logic like that it's no wonder Roy Moore is leading the Republican primary. #ALSEN https://t.co/gftip1zbP6,-1,0
334,334,Please read. https://t.co/sTbsjPoJYt,0,0
335,335,"""@Jeffypdizzy21 @techgigbit @DefenseIntel @CIA I googled images of mugshuts done in Charlottesville and some are wearing that black &amp; while shirt. It may be jail garb.""",0,0
336,336,"Trump calls out ‘alt-left’ for Charlottesville violence
https://t.co/FAzjQ5xzTT",-1,0
337,337,A Reformed White Nationalist Speaks Out On Charlottesville https://t.co/soPXwPLRJm,0,0
338,338,Well said. https://t.co/HFV0eppS4v,1,0
339,339,"""@realDonaldTrump did u miss this while u watched what we watched but u watched it better? Fking ahole bigoted racist white supreme terrorism https://t.co/hKYyAULBBA""",-1,-1
340,340,this is so powerful https://t.co/bRldkpEkod,1,1
341,341,?????????????????????????????? https://t.co/LuIIplXYiN,0,0
342,342,"¿Por qué Bernie no es el presidente?
https://t.co/PSOpCT2FkZ",0,0
343,343,David Duke looks like a poorly carved marionette. https://t.co/L6PU3LZNtl,-1,0
344,344,"RT CNN ""After years of not waiting for the facts, Trump blames Charlottesville vagueness on just that… https://t.co/lE7hFqee8O""",-1,-1
345,345,"""Hmmm. What did I get myself into?"" #TrumpPresser #TrumpPressConference #Trump #Charlottesville https://t.co/WDcRCtYeLG",0,0
346,346,are you in need of navigational assistance? RT @TheChrisJax: RT @KenDilanianNBC: Uncharted waters. https://t.co/RYcpFsJFRz,0,0
347,347,To my many friends who are employees and shareholders of @Boeing - I'm sorry your CEO is doing this to your company! https://t.co/38vBSL33JH,-1,0
348,348,"@tvThirdEye CNN 6:44pm Anderson Cooper
CNN 6:44pm TRUMP: ""BLAME ON BOTH SIDES"" FOR CHARLOTTESVILLE VIOLENCE
CNN 6:44pm TRUMP:...",0,0
349,349,"""@pltodd2 @peachy_witchy @thehill Why didnt media cover this? Video of right before it happened out there confirms its legit, mob attacked unprovoked https://t.co/qB0rVxo27g""",-1,-1
350,350,"""@Franklin_Graham is @realDonaldTrump giving you an armband or the white pointy hat? Other ministers were attacked in Charlottesville! https://t.co/VjVdZ5OXWx""",0,0
351,351,"Charlottesville:
The alt-right were racists and bigots attacking the so called alt-left who hate racists and bigots, who were defending.",-1,-1
352,352,Foolish Americans Dont Realise How Lucky They are to Have an Honest President !!!!!! https://t.co/hynxh05c9j,-1,0
353,353,"Bombshell Connection Between Charlottesville, Soros and CIA (Videos) Alex Jones https://t.co/hYDrUBFRuW",0,0
354,354,"""\""Quiet\"" &amp; \""innocent\"" - not words for violent thugs who stormed #Charlottesville with flaming torches like extras in a Frankenstein movie. https://t.co/4lq8N6Pown""",-1,0
355,355,Khe https://t.co/xhl1Zuv9rQ,0,0
356,356,@davidaxelrod Agree. https://t.co/6VW9KNgy6K,1,0
357,357,"My story on Trump's press conference today

https://t.co/mUdgUIbdTi",0,0
358,358,Will Hurd: Trump should apologize for latest Charlottesville remarks ... https://t.co/pgjbBfp6BR,0,0
359,359,"Easiest way to get democrats willing to give up first amendment rights? Have  hateful KKK, nazis and others march #Charlottesville",0,0
360,360,McAuliffe should be called before a #Grand #Jury !🇺🇸😡👍 https://t.co/esXukIAWHh,0,0
361,361,You misspelled führer. https://t.co/qBWbQguG2f,0,0
362,362,A real fucking man https://t.co/gI21NjWQEP,0,0
363,363,Everyone felt that today... He wasn't alone #ImpeachTrump https://t.co/GZfFIGt6kD,-1,0
364,364,"Trump's ""very fine people"" https://t.co/t79rqftmYW",0,0
365,365,Tim Kaine and facts=Oil and water https://t.co/ZWMovEL2gX,-1,0
366,366,Nouvelle vague d'indignation après le revirement de Trump sur Charlottesville - https://t.co/WU76434jEG https://t.co/zwqsVlNObs,0,0
367,367,"Trump Gives White Supremacists an Unequivocal Boost, via @nytimes https://t.co/tCTjGtdRC1",0,0
368,368,"""Fake News: Matthews Claims GOPers Are Not Condemning Trump’s Charlottesville Remarks https://t.co/KzqCzI8hBM #MediaBias #MSM https://t.co/j5Ba3cxrIF""",-1,-1
369,369,Wow https://t.co/RGZPBm0eMR,0,0
370,370,"""But but but but but but but but but but but but but but but but but but but but but but but but but but but but but but but but but but #but https://t.co/34AYXiTh6m""",0,1
371,371,Gostei de um vídeo @YouTube https://t.co/FilcaIcAQi Charlottesville - Direita / Esquerda / Liberdade de expressão,0,0
372,372,"LM #171: #Summerslam #Charlottesville, and We March! #RAW #SDLive #Smackdown #Trump #NFL https://t.co/GTLSQxY1xD",0,0
373,373,‘What he did today was a moral disgrace’: Fox’s Krauthammer shreds Trump’s Charlottesville presser https://t.co/ZUoi6OcUuu,-1,-1
374,374,Picture of the Year 2017 features these racist bozos. Make this the only memory of them. #AltRight #Charlottesville https://t.co/bHJXPm9kA1,0,0
375,375,Quite the headline from the paper of record.  https://t.co/BFnPRxOrpi,0,0
376,376,"Trump 'entirely correct' to blame both sides for Charlottesville violence, White House says via the @FoxNews App https://t.co/8zCmIrPJcE",0,-1
377,377,"Google shuts down neo-nazi website for ""slut-shaming"" Charlottesville victim https://t.co/IqoVgYsvGJ https://t.co/2y4OIzeldQ",-1,-1
378,378,@JebBush Adding to political arguments by exploiting Charlottesville to advance others' agendas.  Shame on you! #GaysForTrump #AmericaFirst,-1,0
379,379,@jeffsessions This must be prosecuted!! @DanScavino @realDonaldTrump @POTUS https://t.co/OwH3b7pYVq,-1,-1
380,380,"""Mr. Trump Makes a Spectacle of Himself"" by THE EDITORIAL BOARD via NYT https://t.co/W5uwsGeyJ3",0,0
381,381,how sway https://t.co/9Lvf8hBhAk,0,0
382,382,Fact check: Trump wrong about purpose of Charlottesville event https://t.co/R8Qpik7JHV,-1,-1
383,383,"Just want to remind everyone, it's actually 'infrastructure week'.  

#Charlottesville #TheResistance",0,0
384,384,wow he's really out here defending them https://t.co/1IhK5fGqxX,0,0
385,385,Romney Slams Trump's Latest Charlottesville Comments https://t.co/HbmVzzXTNn #tcot,-1,0
386,386,"""She lived a life of significance &amp; not a life of success. The President has a successful life but not a significant one."" #Charlottesville",0,0
387,387,Are we supposed to pretend this means something? https://t.co/GtzSMvgDGQ,0,0
388,388,You know something is wrong in the world when i agree with the LDS church https://t.co/RIWcVeMYq1,-1,-1
389,389,"""@FoxNews @greggutfeld @nytimes Humm... Charlottesville VA and Durham NC both have Democratic mayor's Call national guard if White Nationalist ask for rally permit""",0,0
390,390,"""Why are you pretending to be intentionally this stupid? Do you really think he was talking about the extremists? #Pathetic. https://t.co/pwzqJ6Y3WQ""",-1,-1
391,391,I liked a @YouTube video https://t.co/hs6QzxxjGU The Camera Caught A Key Moment At The Charlottesville Incident That Changes The Whole,1,1
392,392,Astounding. https://t.co/6vugUDUL5c,0,1
393,393,"Líder de KKK alaba a Trump por ""decir la verdad"" de Charlottesville",0,0
394,394,'ENTIRELY CORRECT'  WH stands by Trump's Charlottesville statement https://t.co/W897iIMAzb #politics,0,0
395,395,@PARISDENNARD you can't create a equivalence between Obama after Charleston and Trump after Charlottesville #impeachtrump,0,0
396,396,Mitt Romney Just Gave A Bold Response To Trump’s Charlottesville Press Conference... https://t.co/buBcN5W53D,0,0
397,397,"""Time to pull down Seattle’s Lenin statue? Venture capitalist takes on relic’s place in wake of Charlottesville  https://t.co/95jlZIHKVO https://t.co/6C9QIPKI21""",0,0
398,398,Don't worry kids the Charlottesville Massacre won't be the last incident under Trump's watch...count on it! 😞,-1,0
399,399,The latest The Newt 4 President Daily! https://t.co/MVBwUu3Bw0 Thanks to @mhoward48 #charlottesville #trump,0,1
400,400,"Oh, this ought to be goooood😂😂😂😂. Let's see how many willing to go down with the ship. #donald https://t.co/dV2gjjAhX0",0,1
401,401,They were really brawling in this Charlottesville video,0,0
402,402,"""Unfortunately 4 Gold Star parent Khizr Khan, he lives in Charlottesville. He witnessed racism up close. To hear him on CNN was ❤️ breaking. https://t.co/PT3o5F3ZUv""",-1,0
403,403,"""Hilo de nombres y caras de losnazis que estuvieron en la manifestación y ataque terrorista #Charlottesville . Por si le interesa a alguien. https://t.co/rhRSeTXhqM""",0,0
404,404,This VICE video is clear that there is no moral equivalence @realDonaldTrump #charlottesville https://t.co/57W7JUlxaP,0,0
405,405,"""@JoyAnnReid I hope you get this tweet😀Why doesn't DNC use Charlottesville Nazis march to denounce DT?👋I don't think they're doing anything! Put it on tv""",0,-1
406,406,Jimmy Fallon Addresses the Events in Charlottesville https://t.co/Pfaf3L3mkI,0,0
407,407,Stunned Australian based silence ends - feeling for you America! #YouGotThis  https://t.co/cm8XgQ1g9b,0,0
408,408,Ultimate Proof Fake News Responsible For Charlottesville https://t.co/23rBgY287y via @YouTube,-1,-1
409,409,Best and most eye opening thing I've seen about this whole mess.  Well worth a watch. https://t.co/ck90DCBr7f,1,1
410,410,"Nope, Charlottesville was the most racist movie I've ever seen. https://t.co/LFTv1dk2Fl",-1,0
411,411,If this isn't the sad face of the fading light of respectability then I really don't know what is... https://t.co/YfRa361BO6,-1,-1
412,412,"""@CNN and @CillizzaCNN are just covering up the fact 'Unite the right' was created by Jason Kessler who worked for them https://t.co/YmFY5945Dp""",0,0
413,413,"#MAGA = Trump and racists wanting a white country (""the good old days"") https://t.co/swIWb4p5UK",-1,-1
414,414,"@House_Insider Our government just raise the Antifa flag
https://t.co/hgkpfgyDPG",0,0
415,415,"Lincoln Memorial sprayed with paint, profanity days after Charlottesville protests https://t.co/sZxyffaDyV",-1,-1
416,416,@FLGovScott I'm still waiting for you to condemn Trump's comments about Charlottesville. So?,0,0
417,417,Left-Wing Activists Target Arkansas Prof | The Daily Caller https://t.co/QaaBeKihMp,0,0
418,418,It's one guy 😂 https://t.co/tA2j0ocrP8,0,0
419,419,"2 injured in Charlottesville crash sue ‘Unite the Right’ for $3 million https://t.co/5wV5iVNPHn https://t.co/29emKuZntj

— RT America (RT…",0,-1
420,420,@WhiteHouse 44 tops 45 on Twitter: https://t.co/sO4dJ8YbN8 …,0,0
421,421,I liked a @YouTube video https://t.co/sKo7uHAIf0 Trump's Response to Charlottesville: A Closer Look,1,0
422,422,#ImpeachTrump #Charlottesville #BothSides https://t.co/Q84MQ7gzIc,-1,0
423,423,"Yes, if by ""isolated"" you mean ""enjoying the support of 79% of Republican voters."" https://t.co/kTryC7Y0XT",0,0
424,424,"@JustinTrudeau I am a liberal, and as someone who would have voted for you, I'm dissapointed by your silence on Charlottesville",-1,-1
425,425,NavyJack – Charlottesville: Citizens Behaving as Needed to Impose the Globalist/Billionaire Agenda https://t.co/r6nOsBNEs4,0,1
426,426,@realDonaldTrump https://t.co/Er2VIn9Kbl,0,0
427,427,Lebrons a bitch of a teammate but an awesome individual off the court https://t.co/C17d56Ry1Y,0,1
428,428,Everyone should read this https://t.co/ZaGmv4Vc29,0,0
429,429,"""La maravillosa cara del jefe d gabinete d Trump mientras defendía (estamos de acuerdo q sin éxito, no?) su teoría d \""los 2 lados\"". Notable! https://t.co/bN0IUy0C66""",0,1
430,430,Officer Accused of Mocking Charlottesville Counter-Protester’s Death Placed On Leave Pending Probe https://t.co/Iaq0ZEO6Gy,-1,-1
431,431,"""I'm sure this is good, maybe I'll watch it some day when I am not still nauseous from seeing what @realDonaldTrump did to our country today. https://t.co/MazK5PASui""",0,0
432,432,Anonymous - Message to #Charlottesville #OPDOMESTICTERRORISM https://t.co/NNbcFhHORy via @YouTube,0,0
433,433,"Even if you think that all of them mean well, they obviously don’t do well. They caused - enabled, strongly, &amp; motivated - #Charlottesville.",0,0
434,434,". @HurdOnTheHill, great young GOP leader //  Hurd demands Trump 'apologize' for latest white supremacist comments https://t.co/hGzMiOM9h6",0,1
435,435,....he just called nazis and white supremacists.... Good.... People..... https://t.co/2guceOxfIB,-1,0
436,436,"""Obama’s tweet in response to Charlottesville attack is one of the biggest tweets ever:… https://t.co/aDB11XviHv #Politics #TheResistance https://t.co/YV2jbj6mvX""",0,0
437,437,Obama’s Beautiful Charlottesville Tweet Is The Second Most Liked Ever https://t.co/TzbSNEbZlX,1,1
438,438,@LouDobbs @IngrahamAngle @FoxBusiness @DanaPerino @greggutfeld @EricTrump https://t.co/DLEWshPKeo,0,0
439,439,Trump defends some of the participants in white supremacist rally in Charlottesville https://t.co/q8Hahvz6X0,0,0
440,440,"""@TalbertSwan @realDonaldTrump rather than discuss issue you play racism victimhood card. Chose to ignore President statement to fit your false narrative #Charlottesville""",-1,-1
441,441,"Two Charlottesville victims sue James Fields, white nationalists - CNN https://t.co/ldM4ABbm2W",0,0
442,442,"Charlottesville Virginia car attack, discrepancies, brief photo analysis, driver is pictured in car https://t.co/rtojSL5Xsk",0,0
443,443,"""@ananavarro @andersoncooper @AC360 Truthful? What would you know about truth?\nCondemn Antifa and BLM or stfu.Do you think people haven't seen the footage from Charlottesville?""",0,0
444,444,"ICYMI: Trump’s Full, Heated Press Conference on Race and Violence in #Charlottesville. 8.15.2017 https://t.co/11c2NPhdN0",0,0
445,445,Anonymous - Message to Charlottesville #OPDOMESTICTERRORISM https://t.co/6hUq5FbGBD,0,0
446,446,"""General Kelly, sir, I implore you.  You have had too many men make the ultimate sacrifice to continue to watch this happen. https://t.co/lrU0Z1lA46""",0,0
447,447,"Charlottesville: ""The courage of the clergy present inspired me."" -- @brianmclaren https://t.co/Ht6BCWceeP",1,1
448,448,Preach it @jimmyfallon https://t.co/ap1kTCTOj2,1,0
449,449,https://t.co/b24DYsR5vs  #hofliv #BSF2017 #onweer #Charlottesville #PKP17 Trump Air Berlin René Magritte Liège Brussels 4,0,0
450,450,The coded alt-right signal Donald Trump uses to defend white nationalists in Charlottesville https://t.co/9Y2w07bRtA,0,0
451,451,This is what happened in the USA this weekend. This is not America! #Charlottesville https://t.co/CmLFsvn3J6,-1,0
